,water_flow,spike
0,54.80957031,0.0
1,51.70772552,0.0
2,53.88253403,0.0
3,53.71687698,0.0
4,53.42721176,0.0
5,53.6582756,0.0
6,53.53042603,0.0
7,53.84659958,0.0
8,53.90766907,0.0
9,53.9650383,0.0
10,54.21185684,0.0
11,54.16023254,0.0
12,54.22562408,0.0
13,52.05640793,0.0
14,53.94127274,0.0
15,54.47358322,0.0
16,54.04951477,0.0
17,54.13092422,0.0
18,53.87310028,0.0
19,54.13371277,0.0
20,53.82260895,0.0
21,52.05790329,0.0
22,53.47324753,0.0
23,54.03434753,0.0
24,54.17205048,0.0
25,55.12365723,0.0
26,54.55624771,0.0
27,52.66419983,0.0
28,53.95505142,0.0
29,53.95077515,0.0
30,53.58722687,0.0
31,54.1957016,0.0
32,53.88573837,0.0
33,54.27696991,0.0
34,53.41340637,0.0
35,52.39202881,0.0
36,54.08256531,0.0
37,53.99609375,0.0
38,53.62733078,0.0
39,69.1068476149,1.0
40,68.0517812391,1.0
41,52.75331879,0.0
42,53.87410355,0.0
43,54.52338791,0.0
44,54.67776108,0.0
45,55.22512054,0.0
46,54.80099869,0.0
47,54.92641068,0.0
48,52.25879288,0.0
49,54.29938507,0.0
50,52.41594315,0.0
51,54.22079849,0.0
52,54.57232285,0.0
53,54.13537979,0.0
54,54.356987,0.0
55,54.23242569,0.0
56,54.66355133,0.0
57,54.22536087,0.0
58,54.27651978,0.0
59,52.06979752,0.0
60,53.41171265,0.0
61,53.54631424,0.0
62,53.19420242,0.0
63,54.34000397,0.0
64,54.75628662,0.0
65,54.80187225,0.0
66,54.4705162,0.0
67,52.08785629,0.0
68,54.15880585,0.0
69,54.35599518,0.0
70,53.79687881,0.0
71,54.54478073,0.0
72,54.04665375,0.0
73,54.91491318,0.0
74,54.88742065,0.0
75,55.14251709,0.0
76,53.08564758,0.0
77,54.27090454,0.0
78,54.09265137,0.0
79,52.29122543,0.0
80,54.19586182,0.0
81,54.39432907,0.0
82,54.24052811,0.0
83,52.58759689,0.0
84,54.07986069,0.0
85,54.43255615,0.0
86,69.78641453040001,1.0
87,54.09799576,0.0
88,52.46115112,0.0
89,54.1514473,0.0
90,54.42838287,0.0
91,54.31097412,0.0
92,54.04203796,0.0
93,52.51603317,0.0
94,54.16041565,0.0
95,54.02907181,0.0
96,53.70993423,0.0
97,52.44012833,0.0
98,54.22784424,0.0
99,54.59347916,0.0
100,51.99644852,0.0
101,70.0479389136,1.0
102,71.1339534704,1.0
103,71.1339534704,1.0
104,54.30072784,0.0
105,52.48078537,0.0
106,54.54014206,0.0
107,54.39163971,0.0
108,54.44566345,0.0
109,54.21787262,0.0
110,54.33254623,0.0
111,53.53941345,0.0
112,54.30935287,0.0
113,53.48583984,0.0
114,54.37291718,0.0
115,54.11901093,0.0
116,54.52378845,0.0
117,54.46935272,0.0
118,54.80537796,0.0
119,54.56908798,0.0
120,70.57929428669999,1.0
121,71.67354691130001,1.0
122,54.71263123,0.0
123,52.54272461,0.0
124,54.24175262,0.0
125,52.42485046,0.0
126,54.41744614,0.0
127,54.51153946,0.0
128,53.97605896,0.0
129,54.62429428,0.0
130,54.28399658,0.0
131,54.20133209,0.0
132,53.70890045,0.0
133,53.75727844,0.0
134,54.90832138,0.0
135,54.58587265,0.0
136,54.89719391,0.0
137,54.65310669,0.0
138,70.606172559,1.0
139,54.7334671,0.0
140,53.07593536,0.0
141,54.16508865,0.0
142,54.86301804,0.0
143,54.14513397,0.0
144,53.84832382,0.0
145,54.56744385,0.0
146,54.88718796,0.0
147,54.84480667,0.0
148,55.39406586,0.0
149,54.5132637,0.0
150,52.65420151,0.0
151,53.98083496,0.0
152,53.93887711,0.0
153,51.91873169,0.0
154,54.25762177,0.0
155,54.01978683,0.0
156,54.85451889,0.0
157,54.74259567,0.0
158,54.82891083,0.0
159,54.57698441,0.0
160,52.01057053,0.0
161,53.73023605,0.0
162,54.21441269,0.0
163,53.75595474,0.0
164,70.326134866,1.0
165,54.09702682,0.0
166,70.78108826100001,1.0
167,54.44699097,0.0
168,54.98851395,0.0
169,55.01395798,0.0
170,54.8678627,0.0
171,54.1191864,0.0
172,52.78435898,0.0
173,53.82535172,0.0
174,52.42647171,0.0
175,54.4536972,0.0
176,54.1136322,0.0
177,70.61057434599999,1.0
178,54.31582642,0.0
179,53.8037796,0.0
180,54.57804108,0.0
181,54.50629807,0.0
182,54.68511581,0.0
183,54.60843277,0.0
184,54.50814056,0.0
185,54.51602554,0.0
186,52.59354782,0.0
187,54.70857239,0.0
188,54.25172043,0.0
189,54.43038177,0.0
190,54.07103729,0.0
191,54.05765915,0.0
192,54.41814423,0.0
193,54.98223877,0.0
194,54.48363495,0.0
195,54.42881393,0.0
196,51.73310852,0.0
197,53.92350769,0.0
198,52.70568466,0.0
199,53.94978714,0.0
200,54.13663864,0.0
201,52.34976578,0.0
202,54.19262695,0.0
203,54.37580872,0.0
204,54.47926331,0.0
205,52.24114609,0.0
206,53.97192383,0.0
207,53.87345123,0.0
208,51.79929733,0.0
209,54.07598114,0.0
210,54.12495041,0.0
211,53.85198593,0.0
212,54.08827972,0.0
213,53.85541534,0.0
214,54.5028801,0.0
215,53.80614853,0.0
216,51.94245911,0.0
217,54.30149078,0.0
218,52.68870163,0.0
219,54.16690063,0.0
220,54.05753708,0.0
221,52.31034851,0.0
222,54.33950806,0.0
223,54.70248795,0.0
224,52.10493851,0.0
225,54.29275894,0.0
226,53.87049866,0.0
227,51.9250946,0.0
228,53.63857651,0.0
229,54.0650444,0.0
230,53.46129608,0.0
231,53.43484497,0.0
232,69.4671377502,1.0
233,53.85049438,0.0
234,54.29802322,0.0
235,51.98293686,0.0
236,54.0822525,0.0
237,53.92160416,0.0
238,53.42343521,0.0
239,69.97729148799999,1.0
240,53.82868576,0.0
241,54.30296326,0.0
242,54.16114807,0.0
243,54.05125809,0.0
244,52.6820755,0.0
245,53.10206985,0.0
246,53.87388229,0.0
247,53.973423,0.0
248,53.76285934,0.0
249,53.87105179,0.0
250,52.42887497,0.0
251,53.73763275,0.0
252,53.61520386,0.0
253,53.65824509,0.0
254,53.11957169,0.0
255,52.38098526,0.0
256,52.44670105,0.0
257,53.77764511,0.0
258,53.24663162,0.0
259,53.60453033,0.0
260,53.19831848,0.0
261,52.57284164,0.0
262,53.78482819,0.0
263,53.98911285,0.0
264,53.45626831,0.0
265,53.99356461,0.0
266,52.29911423,0.0
267,52.50056458,0.0
268,53.74635696,0.0
269,53.71907425,0.0
270,54.23315048,0.0
271,54.40172958,0.0
272,54.27983856,0.0
273,54.16762543,0.0
274,51.35744095,0.0
275,53.48256302,0.0
276,53.46302795,0.0
277,53.10073471,0.0
278,70.177812952,1.0
279,53.98293304,0.0
280,53.52318573,0.0
281,53.88104248,0.0
282,53.42058563,0.0
283,53.55932617,0.0
284,51.94701385,0.0
285,53.30272675,0.0
286,53.67372513,0.0
287,53.5255394,0.0
288,51.83094025,0.0
289,53.91337967,0.0
290,53.3973465,0.0
291,53.75131607,0.0
292,52.96865082,0.0
293,52.75768661,0.0
294,53.81599808,0.0
295,54.10798264,0.0
296,54.26791382,0.0
297,52.06163406,0.0
298,53.95980453,0.0
299,53.60461044,0.0
300,53.66509628,0.0
301,53.62224197,0.0
302,53.43011475,0.0
303,53.6566925,0.0
304,69.8940249643,1.0
305,53.35421753,0.0
306,53.8985939,0.0
307,53.69297028,0.0
308,53.55947495,0.0
309,51.24474716,0.0
310,52.80267334,0.0
311,53.47434616,0.0
312,53.26696014,0.0
313,53.05057144,0.0
314,53.52457047,0.0
315,54.32884598,0.0
316,54.79637909,0.0
317,55.1861763,0.0
318,54.31812668,0.0
319,52.09988403,0.0
320,52.83919144,0.0
321,52.99010849,0.0
322,53.35307693,0.0
323,54.30726624,0.0
324,54.08399963,0.0
325,54.19688797,0.0
326,53.74769592,0.0
327,53.95176315,0.0
328,52.84356308,0.0
329,52.84885788,0.0
330,54.09472656,0.0
331,71.1336286559,1.0
332,54.30047989,0.0
333,53.97217178,0.0
334,54.12343597,0.0
335,51.88129807,0.0
336,54.3075676,0.0
337,51.19264603,0.0
338,53.65444183,0.0
339,53.69454575,0.0
340,53.34581375,0.0
341,51.71811295,0.0
342,53.46274948,0.0
343,53.72442245,0.0
344,53.86160278,0.0
345,54.0174675,0.0
346,53.73455811,0.0
347,51.41806793,0.0
348,53.10173035,0.0
349,51.53539658,0.0
350,52.53765869,0.0
351,52.97974777,0.0
352,52.58607483,0.0
353,52.74359131,0.0
354,52.89003754,0.0
355,52.8120842,0.0
356,52.38405609,0.0
357,69.3232986398,1.0
358,52.91854858,0.0
359,52.93225098,0.0
360,53.04085541,0.0
361,52.6072197,0.0
362,51.65813828,0.0
363,52.85733414,0.0
364,53.31371689,0.0
365,52.84370804,0.0
366,51.21709061,0.0
367,53.03417969,0.0
368,52.77618408,0.0
369,50.80675888,0.0
370,53.23748779,0.0
371,52.69432831,0.0
372,53.20494461,0.0
373,51.36488724,0.0
374,53.42626953,0.0
375,53.26775742,0.0
376,53.83296204,0.0
377,53.81313705,0.0
378,54.28905487,0.0
379,54.51486969,0.0
380,54.41669846,0.0
381,53.92206573,0.0
382,53.24699402,0.0
383,53.23086166,0.0
384,54.01677322,0.0
385,55.28115463,0.0
386,54.90686417,0.0
387,54.77281189,0.0
388,53.70925903,0.0
389,54.29164505,0.0
390,53.91970062,0.0
391,53.97949982,0.0
392,53.64905548,0.0
393,53.56562805,0.0
394,69.3100410471,1.0
395,53.72871399,0.0
396,54.30321121,0.0
397,53.98812485,0.0
398,54.16305161,0.0
399,54.66285324,0.0
400,54.53953934,0.0
401,54.68786621,0.0
402,54.22878647,0.0
403,54.27447128,0.0
404,53.7452507,0.0
405,54.48451233,0.0
406,55.03551102,0.0
407,54.83992386,0.0
408,54.83351517,0.0
409,54.6100235,0.0
410,53.64453125,0.0
411,54.60865402,0.0
412,54.95240784,0.0
413,71.579484561,1.0
414,72.1300959807,1.0
415,55.06114197,0.0
416,54.92082214,0.0
417,55.11713028,0.0
418,52.01960373,0.0
419,54.00876999,0.0
420,54.27263641,0.0
421,54.17244339,0.0
422,55.04827881,0.0
423,54.77190781,0.0
424,54.90969086,0.0
425,52.27800369,0.0
426,53.69613647,0.0
427,54.4732399,0.0
428,54.0839653,0.0
429,54.11863708,0.0
430,53.78516006,0.0
431,53.70809555,0.0
432,54.61793518,0.0
433,55.20930099,0.0
434,54.88537598,0.0
435,55.31930923,0.0
436,52.14675903,0.0
437,70.647276687,1.0
438,54.34405899,0.0
439,54.60246658,0.0
440,52.22395325,0.0
441,53.51099014,0.0
442,54.0792923,0.0
443,54.32997513,0.0
444,70.542818073,1.0
445,71.0854551351,1.0
446,70.00018101090001,1.0
447,54.26370621,0.0
448,54.24640274,0.0
449,54.29883194,0.0
450,54.24219513,0.0
451,54.08432007,0.0
452,51.42676544,0.0
453,53.67289352,0.0
454,53.66482544,0.0
455,53.41631317,0.0
456,53.65560913,0.0
457,54.08115768,0.0
458,54.29889297,0.0
459,54.64691162,0.0
460,54.3279686,0.0
461,54.61722183,0.0
462,51.56005859,0.0
463,53.62393951,0.0
464,53.10881424,0.0
465,54.55202484,0.0
466,54.43829727,0.0
467,54.42182541,0.0
