,steam_flow,spike
0,57.31396484,0.0
1,58.15404892,0.0
2,57.59205246,0.0
3,57.73907089,0.0
4,57.8423996,0.0
5,57.35380936,0.0
6,72.6122344248,1.0
7,57.62875748,0.0
8,57.42427826,0.0
9,57.46958923,0.0
10,57.72157669,0.0
11,58.1729126,0.0
12,57.99099731,0.0
13,57.40582657,0.0
14,57.32984161,0.0
15,58.14625168,0.0
16,57.00507355,0.0
17,57.44693756,0.0
18,58.20951462,0.0
19,57.26938248,0.0
20,72.954820181,1.0
21,57.4447403,0.0
22,57.79585648,0.0
23,58.04666138,0.0
24,57.84830475,0.0
25,57.83280945,0.0
26,57.19889069,0.0
27,57.52089691,0.0
28,58.41616058,0.0
29,57.43178177,0.0
30,57.67893219,0.0
31,58.36003494,0.0
32,57.86367035,0.0
33,57.6520195,0.0
34,57.72252274,0.0
35,57.80532074,0.0
36,57.37128448,0.0
37,57.98093033,0.0
38,57.29695511,0.0
39,57.75595474,0.0
40,57.96917725,0.0
41,58.26961136,0.0
42,58.35709381,0.0
43,58.06736755,0.0
44,57.82196426,0.0
45,57.28020096,0.0
46,57.71129608,0.0
47,57.63611221,0.0
48,57.74326706,0.0
49,57.54600525,0.0
50,58.10770798,0.0
51,58.15982056,0.0
52,57.92001343,0.0
53,57.59723282,0.0
54,58.15276718,0.0
55,57.62486649,0.0
56,57.91926575,0.0
57,57.53878784,0.0
58,57.56586456,0.0
59,57.65887833,0.0
60,57.77711105,0.0
61,58.44179916,0.0
62,58.86488342,0.0
63,57.91658401,0.0
64,58.06186295,0.0
65,58.02006531,0.0
66,57.80516052,0.0
67,58.15985107,0.0
68,58.19137955,0.0
69,58.06684494,0.0
70,57.6896019,0.0
71,57.68592072,0.0
72,58.32390594,0.0
73,58.30101776,0.0
74,57.88656235,0.0
75,57.32043076,0.0
76,58.03100967,0.0
77,57.80083084,0.0
78,57.45213318,0.0
79,58.0423317,0.0
80,58.18692398,0.0
81,57.92006302,0.0
82,57.50946426,0.0
83,57.07871628,0.0
84,57.47455978,0.0
85,58.1635704,0.0
86,57.66608429,0.0
87,58.00449371,0.0
88,57.68601227,0.0
89,58.2720871,0.0
90,57.74345779,0.0
91,57.23489761,0.0
92,57.24444962,0.0
93,57.67124176,0.0
94,57.69885635,0.0
95,57.00669861,0.0
96,57.66505051,0.0
97,57.94107819,0.0
98,57.77664566,0.0
99,57.9930191,0.0
100,58.08418274,0.0
101,58.18310165,0.0
102,57.01950073,0.0
103,57.71285629,0.0
104,58.4208107,0.0
105,57.31379318,0.0
106,57.47182846,0.0
107,58.04571533,0.0
108,58.04228592,0.0
109,58.34455872,0.0
110,58.64083481,0.0
111,58.05921555,0.0
112,57.50826645,0.0
113,58.13074112,0.0
114,58.11973572,0.0
115,57.71837997,0.0
116,57.51044846,0.0
117,58.05343628,0.0
118,57.71578598,0.0
119,58.3485527,0.0
120,57.96088409,0.0
121,57.68288422,0.0
122,58.28164673,0.0
123,57.765522,0.0
124,57.85577393,0.0
125,56.98564529,0.0
126,58.72688675,0.0
127,59.03645325,0.0
128,57.84292984,0.0
129,58.38319016,0.0
130,57.8589325,0.0
131,58.39109421,0.0
132,58.02350998,0.0
133,73.9362767398,1.0
134,74.5184521472,1.0
135,58.21754074,0.0
136,58.29716873,0.0
137,57.87282562,0.0
138,57.86314774,0.0
139,58.54795456,0.0
140,57.97363663,0.0
141,58.51325607,0.0
142,57.32173157,0.0
143,57.35069656,0.0
144,57.9987793,0.0
145,57.97521973,0.0
146,58.20370483,0.0
147,58.02278519,0.0
148,58.34579086,0.0
149,58.31860352,0.0
150,58.40932465,0.0
151,57.59928131,0.0
152,57.40468216,0.0
153,57.6759758,0.0
154,58.02548981,0.0
155,58.84918976,0.0
156,58.56256104,0.0
157,58.13380051,0.0
158,58.03590393,0.0
159,58.48963165,0.0
160,58.42180634,0.0
161,57.99353027,0.0
162,73.75304180020001,1.0
163,58.07326126,0.0
164,57.93149948,0.0
165,57.44586182,0.0
166,57.44423294,0.0
167,58.41822052,0.0
168,58.4573288,0.0
169,58.30673599,0.0
170,57.58530426,0.0
171,57.92843628,0.0
172,58.72365189,0.0
173,58.76765442,0.0
174,58.08508682,0.0
175,57.56893539,0.0
176,58.73345566,0.0
177,58.27609253,0.0
178,58.07574463,0.0
179,58.11688614,0.0
180,58.72655106,0.0
181,58.51631927,0.0
182,58.35958862,0.0
183,57.35161972,0.0
184,57.92393494,0.0
185,58.54290771,0.0
186,57.62918854,0.0
187,57.59320068,0.0
188,57.49376678,0.0
189,57.86167526,0.0
190,57.67601776,0.0
191,58.04942703,0.0
192,57.43235779,0.0
193,57.48788071,0.0
194,58.07543564,0.0
195,57.99549484,0.0
196,56.873909,0.0
197,57.76754379,0.0
198,57.46863937,0.0
199,57.24695587,0.0
200,57.35009766,0.0
201,57.99163437,0.0
202,57.95915222,0.0
203,57.03255081,0.0
204,57.77641296,0.0
205,57.96330261,0.0
206,57.65513611,0.0
207,57.47447205,0.0
208,57.51542282,0.0
209,57.1831665,0.0
210,57.95989609,0.0
211,57.35689163,0.0
212,57.63350677,0.0
213,57.97454834,0.0
214,58.03939438,0.0
215,57.32316971,0.0
216,57.57146835,0.0
217,57.70092773,0.0
218,72.99861110180001,1.0
219,72.4238188884,1.0
220,57.47922134,0.0
221,56.92271042,0.0
222,57.84096146,0.0
223,57.18876648,0.0
224,57.52823257,0.0
225,57.25924683,0.0
226,57.4278717,0.0
227,57.91051483,0.0
228,57.27658081,0.0
229,57.16839218,0.0
230,57.91417694,0.0
231,57.49856949,0.0
232,58.13784409,0.0
233,57.44551086,0.0
234,58.02647018,0.0
235,57.69009781,0.0
236,57.97626877,0.0
237,57.54676819,0.0
238,57.42639542,0.0
239,57.43704605,0.0
240,58.07753372,0.0
241,57.3175087,0.0
242,57.02222443,0.0
243,57.16982269,0.0
244,57.47402954,0.0
245,57.45040131,0.0
246,57.45672607,0.0
247,57.28994751,0.0
248,57.41796494,0.0
249,73.10083008,1.0
250,57.1100235,0.0
251,56.76662064,0.0
252,57.08772278,0.0
253,57.03027725,0.0
254,57.59057236,0.0
255,57.4509697,0.0
256,57.21662521,0.0
257,57.13056946,0.0
258,57.28804398,0.0
259,57.07473373,0.0
260,57.35092545,0.0
261,57.40531158,0.0
262,57.85749054,0.0
263,57.50312805,0.0
264,57.18640518,0.0
265,57.58726501,0.0
266,57.48085785,0.0
267,72.7144520943,1.0
268,72.1418973534,1.0
269,72.1418973534,1.0
270,57.25547409,0.0
271,57.3847084,0.0
272,56.88405609,0.0
273,57.27754974,0.0
274,57.91654205,0.0
275,57.47873306,0.0
276,56.44345856,0.0
277,56.67090607,0.0
278,57.00590515,0.0
279,57.18432999,0.0
280,57.29404831,0.0
281,57.7005043,0.0
282,57.13568878,0.0
283,57.49825668,0.0
284,57.16279221,0.0
285,57.12614441,0.0
286,57.03933334,0.0
287,56.74588013,0.0
288,56.83823013,0.0
289,57.79888153,0.0
290,57.05698395,0.0
291,56.74028778,0.0
292,58.13671875,0.0
293,57.65083694,0.0
294,57.36519623,0.0
295,57.42757416,0.0
296,57.14016342,0.0
297,56.93745804,0.0
298,56.69410324,0.0
299,57.37389374,0.0
300,56.95602798,0.0
301,56.88733673,0.0
302,57.33762741,0.0
303,72.509716188,1.0
304,57.5473938,0.0
305,57.3586998,0.0
306,56.46067429,0.0
307,57.47113037,0.0
308,57.56676102,0.0
309,58.07341003,0.0
310,57.68677139,0.0
311,57.41959381,0.0
312,57.43195724,0.0
313,56.97728729,0.0
314,56.31379318,0.0
315,57.60694885,0.0
316,57.82863998,0.0
317,58.12303162,0.0
318,57.45627213,0.0
319,56.61992645,0.0
320,57.26424789,0.0
321,73.5000533679,1.0
322,73.5000533679,1.0
323,57.87405777,0.0
324,57.3584404,0.0
325,56.77659607,0.0
326,57.33479309,0.0
327,57.91207123,0.0
328,57.85066605,0.0
329,57.02502823,0.0
330,56.99004364,0.0
331,57.22253799,0.0
332,56.9659729,0.0
333,57.11014557,0.0
334,57.29735947,0.0
335,56.68122101,0.0
336,57.03226852,0.0
337,57.07033539,0.0
338,57.42982101,0.0
339,57.51720047,0.0
340,56.87247086,0.0
341,56.01163483,0.0
342,56.01803207,0.0
343,56.03037643,0.0
344,57.41110992,0.0
345,56.7463913,0.0
346,56.84545517,0.0
347,56.98009109,0.0
348,56.53214645,0.0
349,56.82069397,0.0
350,56.56988525,0.0
351,55.9466095,0.0
352,56.2698288,0.0
353,56.81498718,0.0
354,56.49397659,0.0
355,56.11597824,0.0
356,56.32727051,0.0
357,57.20835876,0.0
358,56.37186432,0.0
359,56.27470779,0.0
360,56.24182129,0.0
361,56.29378128,0.0
362,56.43971252,0.0
363,56.066185,0.0
364,56.51815033,0.0
365,56.79196548,0.0
366,56.58457947,0.0
367,56.50385284,0.0
368,56.64461517,0.0
369,57.75872803,0.0
370,57.43223572,0.0
371,57.16570282,0.0
372,56.97439957,0.0
373,57.14959335,0.0
374,57.76994324,0.0
375,57.49509048,0.0
376,57.06538773,0.0
377,57.78736496,0.0
378,58.25302124,0.0
379,58.58067703,0.0
380,57.88183212,0.0
381,58.07517624,0.0
382,57.66133499,0.0
383,57.62003326,0.0
384,57.89628601,0.0
385,57.47182465,0.0
386,57.97797394,0.0
387,58.0886879,0.0
388,58.20811844,0.0
389,57.86931229,0.0
390,57.81480408,0.0
391,57.86228943,0.0
392,58.45080185,0.0
393,58.19063568,0.0
394,57.82702637,0.0
395,57.83976746,0.0
396,58.34157944,0.0
397,74.5142065847,1.0
398,58.67260361,0.0
399,59.01005936,0.0
400,74.9120989563,1.0
401,74.9120989563,1.0
402,58.98590469,0.0
403,57.706604,0.0
404,58.13700485,0.0
405,58.18099976,0.0
406,58.11523819,0.0
407,58.84189606,0.0
408,58.48927307,0.0
409,58.08217239,0.0
410,58.26081467,0.0
411,57.81990433,0.0
412,57.78047562,0.0
413,58.10273743,0.0
414,58.4992981,0.0
415,58.48464203,0.0
416,58.45493317,0.0
417,58.36769104,0.0
418,58.05570984,0.0
419,58.02886581,0.0
420,58.68404007,0.0
421,58.23753738,0.0
422,57.89552689,0.0
423,57.40579224,0.0
424,58.45581436,0.0
425,58.70606232,0.0
426,57.74986649,0.0
427,58.12963486,0.0
428,58.10763931,0.0
429,58.0883522,0.0
430,57.66349792,0.0
431,57.46520996,0.0
432,58.10894775,0.0
433,57.97250366,0.0
434,57.12322235,0.0
435,57.75331879,0.0
436,58.13973236,0.0
